name,kana,zip,prefecture,city,street,building,station,phone,genre,takeout,delivery,takeoutUrl,deliveryUrl,siteUrl,eatinUrl,emoney,credit,private,nosmoking,easyaccess,close,time,seats,lat,lng
ビストロ酒場MarineClub,ビストロサカバマリーンクラブ,2310017,神奈川県,横浜市中区,港町3-14,CERTE ANNEX2F,関内駅,0456628240,イタリアン,true,false,https://tabelog.com/kanagawa/A1401/A140104/14036617/,,http://www.marine-club.co.jp/,http://www.marine-club.co.jp/,false,true,true,true,false,定休日無し,[月~金]\n11:30~15:00(L.O14:00)\n17:00~22:00(L.O21:00)\n[土・日・祝]\n15:00~22:00(L.O21:00),,35.445038,139.635388
ブールバードカフェ アンドナイン,ブールバードカフェ アンドナイン,2310021,神奈川県,横浜市中区,日本大通34 ,THE BAYS 1F,日本大通り駅,0456633161,カフェ,true,false,https://tabelog.com/kanagawa/A1401/A140104/14067078/,,http://www.baystars.co.jp/thebays/floor1/,http://www.baystars.co.jp/thebays/floor1/,false,true,false,true,false,定休日無し,平日・土曜 11:30~23:00\n連休最終日 11:30~21:00,,35.44502,139.6416026
カフェ ラ・ボエム 元町中華街,カフェ ラ・ボエム モトマチチュウカガイ,2310023,神奈川県,横浜市,中区山下町61−1,山下ビル B1,元町・中華街駅,0452277123,イタリアン,true,true,https://boheme.jp/motomachi-chukagai/,https://www.ubereats.com/yokohama/food-delivery/%E3%82%AB%E3%83%95%E3%82%A7-%E3%83%A9%E3%83%BB%E3%83%9B%E3%82%A8%E3%83%A0-%E5%85%83%E7%94%BA%E4%B8%AD%E8%8F%AF%E8%A1%97%E5%BA%97-cafe-la-boheme-motomachi-chukagai/CfP1dpTfSZCOx5hhcfe0pw,https://boheme.jp/motomachi-chukagai/,https://boheme.jp/motomachi-chukagai/,false,true,true,true,false,定休日無し,11:30~25:00(ラストオーダー Food/Drink 24:30)\nランチ 11:30~15:00,150,35.4438856,139.6488554
ゼイティン,ゼイティン,2310023,神奈川県,横浜市中区,山下町25番地16 ,ニューポートビル 2F,日本代通り,0452648097,西アジア料理,true,false,https://tabelog.com/kanagawa/A1401/A140104/14067914/,,https://turkish-restaurant-zeytin.business.site/,https://turkish-restaurant-zeytin.business.site/,false,true,false,true,false,日,〔月~土〕\n11:30~14:30\n17:30~22:00(LO21:00),30,35.4455511,139.6468631
獅門酒楼,シモンシュロウ,2310023,神奈川県,横浜市中区,山下町145,,石川町駅,0456627675,中華料理,true,false,https://tabelog.com/kanagawa/A1401/A140105/14007196/,,http://www.shimonsyuro.com/,http://www.shimonsyuro.com/,false,true,true,true,false,定休日無し,[月~金]\n11:30~14:30(L.O 14:00)\n17:00~22:00(L.O 21:30)\n\n[土・日・祝日]\n11:30~21:30(L.O 21:00),,35.4428553,139.6450697
友酒家,トサカ,2310023,神奈川県,横浜市中区,山下町106−35 ,1階,元町中華街駅,0456816645,居酒屋,true,false,https://tabelog.com/kanagawa/A1401/A140105/14040825/,,https://www.facebook.com/pages/%E3%83%A4%E3%82%AD%E3%83%88%E3%83%AA%E9%85%92%E5%A0%B4-%E5%8F%8B%E9%85%92%E5%AE%B6/353857884661248,https://www.facebook.com/pages/%E3%83%A4%E3%82%AD%E3%83%88%E3%83%AA%E9%85%92%E5%A0%B4-%E5%8F%8B%E9%85%92%E5%AE%B6/353857884661248,false,false,false,false,false,日,[月~金]\n17:00~24:00(フードL.O23:00)\n[土]\n17 : 00~24:00(フードL.O23:00),46,35.4418448,139.6483477
廣東飯店,カントンハンテン ,2310023,神奈川県,横浜市中区,山下町144,,日本大通り駅,0456817676,中華料理,true,false,https://tabelog.com/kanagawa/A1401/A140105/14001185/,,http://www.cantonhanten.com/,http://www.cantonhanten.com/,true,true,true,false,false,定休日無し,11:00~22:30(21:30L.O),,35.442782,139.644702
横浜出前クラブ,ヨコハマデマエクラブ,2310023,神奈川県,横浜市中区,山下町112‐4,ポートヴィラ元町1F,元町・中華街駅,0453053858,その他グルメ,false,true,https://www.yokohama-demaeclub.com/,https://www.yokohama-demaeclub.com/,https://www.yokohama-demaeclub.com/,https://www.yokohama-demaeclub.com/,false,true,false,false,false,無休,11:00∼23:00,,35.4413705,139.6480388
焼肉 東京山,ヤキニクトウキョウザン,2310026,神奈川県,横浜市中区,寿町2丁目5−12 ,やまてつビル,石川町駅,0452122917,焼肉・ホルモン,true,false,https://tabelog.com/kanagawa/A1401/A140105/14013921/,,,,false,true,false,false,false,定休日無し,月~土 曜日11:30~深夜12:00\n日曜日、祝日17:00~深夜12:00,38,35.4398534,139.6400087
Bihotza,ビオッツァ,2310033,神奈川県,横浜市中区,長者町5丁目85,三共横浜ビル 1F,伊勢佐木長者町駅,0453153393,スペイン料理,true,false,https://tabelog.com/kanagawa/A1401/A140104/14057529/,,https://localplace.jp/t100060099/,https://localplace.jp/t100060099/,false,true,true,true,false,火,17:00-23:00(L.O22:00),25,35.442349,139.632125
イベロアメリカーナ,イベロアメリカーナ,2310033,神奈川県,横浜市中区長者町,7-114,AKセカンドビル,伊勢佐木長者町,0453413377,中南米料理,true,false,https://picks.fun/shop/136,,http://iberoamericana.favy.jp,http://iberoamericana.favy.jp,false,true,false,false,false,定休日無し,12:00~20:00,15,35.443075,139.630076
産地直送 鮮魚と農家野菜 ポズダイニング,サンチチョクソウセンギョトノウカヤサイポズダイニング,2310041,神奈川県,横浜市中区,吉田町4−1,,関内駅,0452520033,イタリアン,true,true,https://tabelog.com/kanagawa/A1401/A140104/14006683/,https://tabelog.com/kanagawa/A1401/A140104/14006683/,https://www.facebook.com/pozdining/,https://www.facebook.com/pozdining/,false,true,true,false,false,日,ディナー 17:00~25:00,32,35.44589,139.632902
ヤンさんの台所 ,ヤンサンノダイドコロ,2310042,神奈川県,横浜市中区,福富町西通48,新福富ビル 1F,日ノ出町駅,0452520602,韓国料理,true,false,https://tabelog.com/kanagawa/A1401/A140104/14008500/,,http://yansan-daidokoro.com/,http://yansan-daidokoro.com/,false,true,true,false,false,定休日無し,24時間営業\n\n日曜営業,50,35.4455161,139.6305178
水炊き・焼鳥 とりいちず 関内店,ミズタキ・ヤキトリ トリイチズ カンナイテン,2310045,神奈川県,横浜市中区,伊勢佐木町1-6-5,亀楽ビル5F,関内駅 ,0453259457,焼鳥・串焼・鳥料理,true,false,https://tabelog.com/kanagawa/A1401/A140104/14054338/,,https://toriichizu-kannai.com,https://toriichizu-kannai.com,false,true,true,false,false,定休日無し,[月~木] 15:00~24:00\n(フードL.O.23:00ドリンクL.O.23:30)\n[金・祝前] 15:00~翌04:00\n(フードL.O.3:00ドリンクL.O.3:30)\n[土] 11:45~翌04:00\n(フードL.O.3:00ドリンクL.O.3:30)\n[日・祝] 11:45~24:00\n(フードL.O.23:00ドリンクL.O.23:30),120,35.4439224,139.6325175
石窯ピザのイタリアンバル Pizza Cozou 横浜関内,イシガマピザノイタリアン ピザコゾウヨコハマカンナイ,2310045,神奈川県,横浜市中区,伊勢佐木町1−6−6,2F,関内駅,0453088484,イタリアン,true,false,https://tabelog.com/kanagawa/A1401/A140104/14059091/,https://tabelog.com/kanagawa/A1401/A140104/14059091/,https://pizza-cozou.owst.jp/,https://pizza-cozou.owst.jp/,true,true,true,true,false,定休日無し,月~日、祝日、祝前日: 11:30~15:30 (料理L.O. 14:30 ドリンクL.O. 14:45) 17:00~20:00 (料理L.O. 19:00 ドリンクL.O. 19:30),50,35.4439302,139.6324742
伊勢佐木町 肉寿司,イセサキチョウニクズシ,2310045,神奈川県,横浜市中区,伊勢佐木町1丁目6−1 ,KINGビル 1F・B1F,関内駅,05033141432,居酒屋,true,false,https://tabelog.com/kanagawa/A1401/A140104/14071132/,,https://nikuzushi-isesakicho.owst.jp/,https://nikuzushi-isesakicho.owst.jp/,false,true,true,true,false,定休日無し,月~木 16:00~24:00\n金 16:00~翌4:00\n土、祝前日 12:00~翌4:00\n日、祝日 12:00~24:00,58,35.444332,139.632816
ステーキライスの店 センタービーフ 横浜関内本店,ステーキライスノミセセンタービーフヨコハマカンナイホンテン,2310046,神奈川県,横浜市中区,末広町2丁目5−1,呉ビル 1F,関内駅,0453089529,ステーキ・ハンバーグ,true,false,https://tabelog.com/kanagawa/A1401/A140104/14074398/,,https://steak-house-centerbeef.business.site/,https://steak-house-centerbeef.business.site/,false,true,false,true,false,定休日無し,[月~金]\n11:00~15:00(仕込み次第で早めに開店します)\n17:30~20:00(TAKEOUTは21:00まで)\n\n[土日祝]\n10:30~15:00(仕込み次第で早めに開店します)\n17:00~20:00(TAKEOUTは21:00まで),10,35.444038600000013,139.6330753
アルペンジロー 本店,アルペンジロー ホンテン,2310058,神奈川県,横浜市中区,弥生町3-26,,阪東橋駅,0452614307,スープカレー,true,false,https://www.alpinjiro.jp/,,https://www.alpinjiro.jp/,https://www.alpinjiro.jp/,false,true,false,true,false,月,[火~金]\n11:00~15:00(L.O.14:30)\n17:00~21:30(L.O21:00)\n[土・日・祝]\n11:00~15:00(L.O.14:30)\n17:00~21:30(L.O21:00),30,35.439458,139.628716
イタリアンダイニング ザサウス,イタリアンダイニング ザサウス,2310063,神奈川県,横浜市中区,花咲町2丁目65−6,,桜木町駅,0452429909,イタリアン,true,false,https://tabelog.com/kanagawa/A1401/A140102/14002201/,,https://www.instagram.com/italiandiningthesouth/,https://www.instagram.com/italiandiningthesouth/,false,true,true,false,false,定休日無し,月~日、祝日、祝前日: 12:00~20:00 (料理L.O. 19:00 ドリンクL.O. 19:00)\n月~金 ランチ12時~15時 ディナー17時~20時\n土・日・祝・祝前日 12時~20時,60,35.450076,139.630065
Orange Concept ,オレンジコンセプト,2310063,神奈川県,横浜市中区,花咲町2丁目78,,桜木町駅,0452506090,イタリアン,true,false,https://tabelog.com/kanagawa/A1401/A140102/14039005/,,http://www.orange-concept.jp/sp/,http://www.orange-concept.jp/sp/,false,true,false,true,false,月,[火~金]\n17:00~25:00(L.O 23:30)\n[土]\n12:00~25:00(L.O 23:30)\n[日 or 月曜祝日]\n12:00~23:00(L.O 22:00),26,35.450612,139.629359
一軒家イタリアン 3丁目 Rigatto,イッケンヤイタイリアンサンチョウメリガット,2310064,神奈川県,横浜市中区,野毛町3丁目142,,桜木町,05036286662,イタリアン,true,false,https://tabelog.com/kanagawa/A1401/A140102/14073867/,,https://sanchomerigatto.gorp.jp/,https://sanchomerigatto.gorp.jp/,false,true,false,false,false,火,【ディナー】17:00~22:00(ラストオーダー21:00)\n【ランチ】12:00〜15:00(ラストオーダー14:00),30,35.448252,139.627894
清流満月,セイリュウマンゲツ,2310064,神奈川県,横浜市中区,野毛町2丁目78 ,2F,桜木町駅,05053049144,日本料理,true,false,https://tabelog.com/kanagawa/A1401/A140102/14068950/,,https://seiryu0913.gorp.jp/,https://seiryu0913.gorp.jp/,false,true,true,false,false,定休日無し,【月〜金】11:30〜15:00午前中は要ご予約\n17:00~23:00(LO23:00)\n【土・日・祝日】\n14:00~23:00(L.O.22:30),16,35.447405,139.6295
野毛ホルモンビル出逢い酒場 大夢,ノゲホルモンビルデアイサカバタイム,2310064,神奈川県,横浜市中区,野毛町2丁目78−1,,桜木町駅,0453258220,焼肉・ホルモン,true,false,https://tabelog.com/kanagawa/A1401/A140102/14069580/,,https://www.instagram.com/noge_horubuil/,https://www.instagram.com/noge_horubuil/,true,true,true,false,false,定休日無し,"【月~金】16:00~24:00(L.O.23:00,DRINK L.O.23:30)\n【土】15:00〜24:00(L.O.23:00,DRINK L.O.23:30)\n【日】15:00~23:00(L.O.22:00)",127,35.447421,139.629693
ジィーロ,ジィーロ,2310064,神奈川県,横浜市中区,野毛町1丁目29,,桜木町駅,0453156924,洋食・欧風料理,true,false,https://tabelog.com/kanagawa/A1401/A140102/14053698/,,https://www.instagram.com/ji_ro2013/,https://www.instagram.com/ji_ro2013/,false,true,false,true,false,定休日無し,17:30~24:00(L.O),24,35.44808,139.630986
野毛八,ノゲハチ,2310065,神奈川県,横浜市中区, 宮川町2丁目35番,,日の出町駅,0452418356,居酒屋,true,false,https://tabelog.com/kanagawa/A1401/A140102/14054750/,,https://twitter.com/nogehachi?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/nogehachi?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,false,false,true,false,false,水,【平日・土】 18:00~23:30 (23:00 L.O)\n【日・祝】17:00~22:00 (21:30 L.O)\n\n(ランチタイム)\n【平日】11:30~14:30(14:00LO)\n【土・日・祝】9:00~14:30(14:00LO),38,35.4464225,139.6284685
本格スペイン料理&ステーキハウス CASA DEL RIO,ホンカクスペインリョウリ&ステーキハウスカサデルリオ,2310065,神奈川県,横浜市中区,宮川町1丁目13−17 ,林ビル 1階,日ノ出町駅,05052698562,スペイン料理,true,false,https://tabelog.com/kanagawa/A1401/A140102/14069843/,,https://www.facebook.com/casadelrio0102/,https://www.facebook.com/casadelrio0102/,true,true,true,true,false,定休日無し,【月曜日〜金曜日】\n16:00〜23:30\n(フードLO22:30 ドリンクLO23:00)\n【土・日・祝日】\n12:00〜23:30\n(フードLO22:30 ドリンクLO23:00),32,35.446274,139.629509
DOURAKU CORRIDA 新山下店,ドウラクコリーダ シンヤマシタテン,2310801,神奈川県,横浜市中区,新山下1丁目2−8 ,1F,元町・中華街駅,0452639229,ダイニングバー,true,false,https://tabelog.com/kanagawa/A1401/A140105/14073189/,,https://www.takikou-group.co.jp/dourakucorrida-motomachi,https://www.takikou-group.co.jp/dourakucorrida-motomachi,false,true,false,true,false,定休日無し,月~金\nランチ 11:00~16:00\n(L.O.15:30)\nディナー16:00~23:00\n(L.O.22:00)\n\n土・日・祝\n11:00~23:00\n(L.O.22:00),50,35.44244,139.654152
リオス ボングスタイオ,リオス ボングスタイオ,2310861,神奈川県,横浜市中区,元町1-23-1 ,リバーサイド元町 1F,元町・中華街駅,0452226101,イタリアン,true,false,https://tabelog.com/kanagawa/A1401/A140105/14055323/,,http://riosbuongustaio.ciao.jp/,http://riosbuongustaio.ciao.jp/,false,true,false,true,false,日,[月~土]\n12:00~14:30(L.O.13:00)\n17:30~22:30(L.O.21:30),,35.441304,139.649667
ジェイハン,ジェイハン,2310868,神奈川県,横浜市中区,石川町2丁目,,石川町,05055957907,西アジア料理,true,false,https://tabelog.com/kanagawa/A1401/A140105/14057496/,,https://www.facebook.com/ceyhanyokohama/,https://www.facebook.com/ceyhanyokohama/,true,true,false,true,false,定休日無し,ランチタイム 11:30~14:30  \nディナータイム 17:30~23:00,15,35.437814,139.64277
ビストロ ラトゥール,ビストロ ラトゥール,2330001,神奈川県,横浜市港南区,上大岡東1丁目9−13,,上大岡駅,05054610957,洋食・欧風料理,true,false,https://tabelog.com/kanagawa/A1401/A140307/14012128/,,https://www.latour.co.jp/,https://www.latour.co.jp/,false,true,false,true,false,日,[月~土]\nランチ 11:00~15:00(L.O15:00)\n[月~木]\nカフェ 15:00~17:00(L.O17:00)\nディナー 17:00~23:00(L.O22:30)\n[金・土]\nカフェ 15:00~16:00(L.O16:00)\nディナー 16:00~24:00(L.O23:30)\n[日]\nランチ 11:00~15:00(L.O15:00),41,35.4098017,139.5973058
上大岡 肉寿司,カミオオオカニクズシ,2330002,神奈川県,横浜市港南区,上大岡西1-18-3,ミオカリスト館1階,上大岡駅,0458480079,居酒屋,true,false,https://tabelog.com/kanagawa/A1401/A140307/14077454/,,https://nikusushi.ne.jp/shoplist/kamiooka/,https://nikusushi.ne.jp/shoplist/kamiooka/,false,true,false,true,false,定休日無し,11:00~23:30,,35.407613,139.5954958
上大岡とんちゃん,カミオオオカトンチャン,2330002,神奈川県,横浜市港南区,上大岡西1丁目14−37,,上大岡駅,0458424649,焼肉・ホルモン,true,false,https://tabelog.com/kanagawa/A1401/A140307/14032891/,,https://www.facebook.com/%E4%B8%8A%E5%A4%A7%E5%B2%A1%E3%81%A8%E3%82%93%E3%81%A1%E3%82%83%E3%82%93-1412393345685800/,https://www.facebook.com/%E4%B8%8A%E5%A4%A7%E5%B2%A1%E3%81%A8%E3%82%93%E3%81%A1%E3%82%83%E3%82%93-1412393345685800/,false,false,false,false,false,月,【火~土】\n17:00~翌2:00\n【日・祝】\n15:00~24:00,23,35.4097436,139.5955551
テソロ・デル・マル,テソロ・デル・マル,2330002,神奈川県,横浜市港南区,上大岡西3丁目7−25,,上大岡駅,0458437177,スペイン料理,true,false,https://tabelog.com/kanagawa/A1401/A140307/14050309/,,https://www.facebook.com/pages/%E3%83%86%E3%82%BD%E3%83%AD-%E3%83%87%E3%83%AB-%E3%83%9E%E3%83%AB/375616402541792,https://www.facebook.com/pages/%E3%83%86%E3%82%BD%E3%83%AD-%E3%83%87%E3%83%AB-%E3%83%9E%E3%83%AB/375616402541792,true,true,false,true,false,定休日無し,[月~水・金・土・日]\nランチ:11:30〜14:30 LO14:00\n[月~木]\nディナー:17:00〜23:30 LO23:00\n[金・土]\nディナー:17:00〜24:00 LO23:00\n[日]\nディナー:17:00〜22:30 LO22:00,17,35.4045069,139.5958197
ぶぅ屋,ブゥヤ,2330002,神奈川県,横浜市港南区,上大岡西1丁目4−16,さんるーとビル 2F,上大岡駅,05034764326,居酒屋,true,false,https://tabelog.com/kanagawa/A1401/A140307/14015710/,,https://booya.gorp.jp/,https://booya.gorp.jp/,false,true,true,false,false,"日,祝",17:00〜24:00,35,35.410516,139.596975
FORESTARIA,フォレスタリア,2330007,神奈川県,横浜市港南区,大久保1丁目20,,上大岡駅,05055935026,イタリアン,true,false,https://tabelog.com/kanagawa/A1401/A140307/14066546/,,https://www.facebook.com/forestaria2017,https://www.facebook.com/forestaria2017,false,true,false,true,false,月,11:00~22:30(L.O. 22:00),86,35.408459,139.593742
羊のヒカリ,ヒツジノヒカリ,2330007,神奈川県,横浜市港南区,大久保1丁目20−51,,上大岡駅,0453679099,ジンギスカン,true,false,https://tabelog.com/kanagawa/A1401/A140307/14076297/,,https://hitsujinohikari.owst.jp/,https://hitsujinohikari.owst.jp/,false,true,false,true,false,定休日無し,当面の間\n11:30~22:00(LO21:30),28,35.4088769,139.5936612
横須賀中華KOMINE,ヨコスカチュウカコミネ,2380007,神奈川県,横須賀市,若松町1-12,,横須賀中央駅,0468748232,中華,true,false,https://yokosukachukakomine.owst.jp/,,https://yokosukachukakomine.owst.jp/,https://yokosukachukakomine.owst.jp/,false,false,false,true,false,月曜日,火~日: 11:30~14:30、17:30~22:00,18,35.279807,139.6716574
ゴルカパレス,ゴルカパレス,2380008,神奈川県,横須賀市,大滝町,1-21ジュネス横須賀1階,横須賀中央駅,0468748528,各国料理,true,false,ｇorkha-palace.com/menu/,,ｇorkha-palace.com/menu/,ｇorkha-palace.com/menu/,false,true,false,true,false,無,月曜から日曜 ランチ 11:00~16:00 ディナー 16:00~23:00,60,35.2831533,139.6691028
味の旬彩 てん心,アジノシュンサイ テンシン,2380113,神奈川県,三浦市,初声町80-1,,京急 三崎口駅,0468871138,和食,true,false,https://jikou.info/files/medias/index/tenshin_takeout.pdf,,http://jikou.info/,http://jikou.info/,true,false,false,true,true,火曜日,月曜日/11:30~15:00 水曜~金曜 11:30~15:00/15:00~20:00 土日11:30~20:00,44,35.1871498,139.6350078
吉田製麺店 横須賀店,ヨシダセイメンテン ヨコスカテン,2390807,神奈川県,横須賀市,根岸町2-21-13,佐久間ビル1F,北久里浜駅,0468341877,ラーメン・麺類,true,false,http://yoshida.yokosuka.com,,http://yoshida.yokosuka.com,http://yoshida.yokosuka.com,true,true,false,false,false,水曜日,平日11:00~22:00\n 日・祝11:00~21:30,15,35.2500873,139.6860998
Cool Clan URAGA,クールクランウラガ,2390822,神奈川県,横須賀市,浦賀1-8-3,,浦賀駅,0468459530,洋食,true,true,http://coolclan.jp/takeout.jpg,http://coolclan.jp/takeout.jpg,http://coolclan.jp,http://coolclan.jp,true,false,false,true,false,水曜,月火木金土日 11:00~19:00,54,35.2514747,139.7141249
焼肉どうらく 天王町 本店,ヤキニクドウラクテンノウジホンテン,2400003,神奈川県,横浜市保土ケ谷区,天王町2丁目47−6,,天王町駅,0453342941,焼肉・ホルモン,true,false,https://tabelog.com/kanagawa/A1401/A140301/14038298/,,https://www.takikou-group.co.jp/douraku-tennoucho,https://www.takikou-group.co.jp/douraku-tennoucho,false,true,true,true,false,定休日無し,[月~金]\n17:00~24:00(L.O.23:00)\n[土・日・祝]\n16:00~24:00(L.O.23:00),60,35.454031,139.6034034
うま処 櫻,ウマドコロサクラ,2400003,神奈川県,横浜市保土ケ谷区,天王町1丁目7−6 ,2F,保土ヶ谷駅,0453417070,居酒屋,true,false,https://tabelog.com/kanagawa/A1401/A140301/14035385/,,https://twitter.com/umadokorosakura,https://twitter.com/umadokorosakura,false,false,false,true,false,日,月\n18:00~23:00\n(L.O.22:00、ドリンクL.O.22:30)\n月曜日は仕込み作業が多い為、18時オープンとなります\n尚、食べ飲み放題の最終受け付けは20:30となります\n\n火~金\n17:00~23:00\n(L.O.22:00、ドリンクL.O.22:30)\n食べ飲み放題の最終受け付けは20:30となります\n\n土\n16:00~23:00\n(L.O.22:00、ドリンクL.O.22:30)\n食べ飲み放題の最終受け付けは20:30となります,44,35.4552032,139.6041646
焼肉 どうらく 星川総本店,ヤキニクドウラクホシカワソウホンテン,2400006,神奈川県,横浜市保土ケ谷区,星川2丁目1−15,,保土ヶ谷駅,0454654629,焼肉・ホルモン,true,false,https://tabelog.com/kanagawa/A1401/A140301/14054386/,,https://www.takikou-group.co.jp/douraku-hoshikawa,https://www.takikou-group.co.jp/douraku-hoshikawa,false,true,true,true,false,定休日無し,[月~金]17:00~24:00\n[土・日・祝日] 16:00~24:00,75,35.458418,139.5946494
焼肉どうらく 鶴ヶ峰店,ワギュウイットウリュウヤキニクドウラク ツルガミネテン,2410022,神奈川県,横浜市旭区,鶴ケ峰2丁目82−1,,鶴ヶ峰駅,0457449778,焼肉・ホルモン,true,false,https://tabelog.com/kanagawa/A1401/A140302/14059883/,,https://www.takikou-group.co.jp/douraku-tsurugamine,https://www.takikou-group.co.jp/douraku-tsurugamine,false,true,true,true,false,定休日無し,平日\n11:30~23:00\n(L.O.22:00)\n土日祝\n11:30~18:00\n(L.O.17:00),39,35.4746466,139.5498674
西洋懐石 じょ里ぃ,セイヨウカイセキ ジョリィ,2430014,神奈川県,厚木市,厚木市旭町1-32-14,,本厚木駅,0462294129,創作料理,true,true,https://www.jolie.co.jp/,https://www.jolie.co.jp/,https://www.jolie.co.jp/,https://www.jolie.co.jp/,true,true,true,false,false,日曜、祝月曜日,・ランチ\n 平日・土曜・祝祭日11:30~15:00(14:00ラストオーダー)\n ・ディナー\n 平日・土曜17:30~23:30(22:00ラストオーダー)\n 祝祭日17:30~22:30(21:00ラストオーダー),39,35.437609,139.365414
寿司・海鮮 うお三昧きじま 戸塚駅前店,スシ・カイセンウオザンマイキジマトツカエキマエテン,2440003,神奈川県,横浜市戸塚区,戸塚町20−2 ,戸塚駅西口ビル 2F,戸塚駅,0458690343,居酒屋,true,false,https://tabelog.com/kanagawa/A1401/A140305/14035392/,,https://kijimagroup.co.jp/uozanmai/,https://kijimagroup.co.jp/uozanmai/,false,true,false,true,false,定休日無し,[平日]\n11:00~15:00(L.O. 14:30)\n17:00~22:30(L.O. 21:30)\n\n[土・日・祝]\n11:00~22:30(L.O. 21:30),104,35.401436,139.5336857
コロスケ,コロスケ,2440801,神奈川県,横浜市戸塚区,品濃町538-9 ,1F,東戸塚,0454439992,ダイニングバー,true,true,https://tabelog.com/kanagawa/A1401/A140305/14063163/,https://tabelog.com/kanagawa/A1401/A140305/14063163/,https://colosuke6.owst.jp/,https://colosuke6.owst.jp/,true,true,false,false,false,水,[月・火・木]\n17:00〜24:00 LO23:00\n[金・土]\n17:00〜01:00 LO24:00\n[日]\n16:00〜23:00 LO22:00,28,35.431522,139.557606
鮨・酒・肴 杉玉 モレラ東戸塚,スシ・サケ・サカナスギタマモレラヒガシトツカ,2440805,神奈川県,横浜市戸塚区,川上町91−1,モレラ東戸塚 2F,東戸塚駅,0458203638,寿司,true,false,https://tabelog.com/kanagawa/A1401/A140305/14076520/,,https://www.sugidama-sushiizakaya.jp/,https://www.sugidama-sushiizakaya.jp/,true,true,false,true,false,定休日無し,[月~金]\nランチ  11:00~14:30\nディナー 17:00~23:00\n\n[土日祝]\nランチ  11:00~15:00\nディナー 16:00~23:00,94,35.4301625,139.5558081
sacco,サッコ,2450023,神奈川県,横浜市,和泉中央南5丁目4−13 ,いずみ中央ライフ内,いづみ中央駅,0453417070,イタリアン,true,false,https://tabelog.com/kanagawa/A1401/A140304/14076718/,,https://www.instagram.com/sacco35_izumichuo/,,true,true,true,true,false,火,11:30~15:00(LO14:00)\n17:30~22:00(LO21:00),34,35.4153676,139.4869307
花いちぜん,ハナイチゼン,2470056,神奈川県,鎌倉市,大船1-24-35,2階,大船駅,0467468715,居酒屋,true,false,http://www.hanaichizen.com,,http://www.hanaichizen.com,http://www.hanaichizen.com,true,true,false,true,false,不定休,17:00~23:00,30,35.3531878,139.5339062
鎌倉いとこ 小町通り店,カマクライトコ コマチドオリテン,2480006,神奈川県,鎌倉市,小町2-9-5,,JR鎌倉駅,0467396962,その他グルメ,true,false,https://www.kamakura-itoko.com/,,https://www.kamakura-itoko.com/,https://www.kamakura-itoko.com/,true,true,false,true,true,不定休,午前10:30~午後6:00(売り切れ次第終了),8,35.3207929,139.5520946
潮風料理 舵屋,シオカゼリョウリ カジヤ,2480006,神奈川県,鎌倉市,小町2-8-6 2F,,JR鎌倉駅,0467559231,居酒屋,true,false,http://www.kajiya-jp.com/,,http://www.kajiya-jp.com/,http://www.kajiya-jp.com/,true,true,false,false,false,火曜日,ランチ11:00~15:00(L.O. 14:30)\n ディナー17:00~24:00,35,35.3214315,139.5523956
季音 kinon 鎌倉,キオンカマクラ,2480012,神奈川県,鎌倉市,御成町13−22,,鎌倉駅,0467395091,魚介料理・海鮮料理,true,false,https://oishii-kamakura.com/shop/kinon/?fbclid=IwAR2UiZhpUO0bAsyTSrNh6x1_T8jYSqs_wEpVBE70cHLJqus4aLqISshwDyY,,https://kinon-kamakura.com,https://kinon-kamakura.com,false,true,false,true,false,日,ランチ 12:00~14:30(L.O.13:00)\nディナー 18:00~21:00(L.O.19:30),8,35.3207377,139.5496204
鎌倉いとこ 長谷本店,カマクライトコ ハセホンテン,2480016,神奈川県,鎌倉市,長谷3-10-22,,江ノ電長谷駅,0467246382,その他グルメ,true,false,https://www.kamakura-itoko.com/,,https://www.kamakura-itoko.com/,https://www.kamakura-itoko.com/,true,true,false,true,true,不定休,午前10:30~午後5:30(売り切れ次第終了),8,35.3129913,139.5350995
らい亭,ライテイ,2480031,神奈川県,鎌倉市,鎌倉山3-1-1,,■ 鎌倉駅より15分(京浜急行バス利用)\n 「鎌倉山」行または「鎌倉山」経由に乗車し「高砂」下車。,0467325656,和食,true,false,http://www.raitei.com/,,http://www.raitei.com/,http://www.raitei.com/,false,true,true,true,false,正月三ヶ日、7月最後の月曜日~木曜日,11:00~20:30(LO19:00)\n 日没以降は要予約\n 庭園散策は日没まで,190,35.3164872,139.5152138
SHONAN PHOTO CAFÉ,ショウナン フォト カフェ,2480033,神奈川県,鎌倉市,腰越2-13-2,,江ノ島電鉄 腰越駅前,0467404774,カフェ・スイーツ,true,false,https://www.shouanphotocafe01.com/about,,https://www.shouanphotocafe01.com/about,https://www.shouanphotocafe01.com/about,false,true,false,false,false,無休,【モーニング】8:00~11:30\n 【ランチ】11:30~16:00\n 【ディナー】平日17:00~22:00 土曜日・日曜日17:00~23:00\n ※16:00~17:00もカフェタイムとして営業しております。,34,35.3083696,139.4928306
